Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-02-21 00:00:00-05:00,3.3545782566070557,3.3545782566070557,3.3545782566070557,3.3545782566070557,27000,0.0,0.0
1973-02-22 00:00:00-05:00,3.3235175609588623,3.3235175609588623,3.3235175609588623,3.3235175609588623,36000,0.0,0.0
1973-02-23 00:00:00-05:00,3.1371514797210693,3.1371514797210693,3.1371514797210693,3.1371514797210693,64800,0.0,0.0
1973-02-26 00:00:00-05:00,3.121619462966919,3.121619462966919,3.121619462966919,3.121619462966919,42600,0.0,0.0
1973-02-27 00:00:00-05:00,3.0439693927764893,3.0439693927764893,3.0439693927764893,3.0439693927764893,70200,0.0,0.0
1973-02-28 00:00:00-05:00,3.1837406158447266,3.1837406158447266,3.1837406158447266,3.1837406158447266,115800,0.0,0.0
1973-03-01 00:00:00-05:00,3.2148032188415527,3.2148032188415527,3.2148032188415527,3.2148032188415527,96600,0.0,0.0
1973-03-02 00:00:00-05:00,3.307987213134766,3.307987213134766,3.307987213134766,3.3079872131347656,81000,0.0,0.0
1973-03-05 00:00:00-05:00,3.276923418045044,3.276923418045044,3.276923418045044,3.276923418045044,163800,0.0,0.0
1973-03-06 00:00:00-05:00,3.245863199234009,3.245863199234009,3.245863199234009,3.245863199234009,278400,0.0,0.0
1973-03-07 00:00:00-05:00,3.307987213134766,3.307987213134766,3.307987213134766,3.3079872131347656,177000,0.0,0.0
1973-03-08 00:00:00-05:00,3.3235175609588623,3.3235175609588623,3.3235175609588623,3.3235175609588623,85200,0.0,0.0
1973-03-09 00:00:00-05:00,3.307987213134766,3.307987213134766,3.307987213134766,3.3079872131347656,145800,0.0,0.0
1973-03-12 00:00:00-05:00,3.292454481124878,3.292454481124878,3.292454481124878,3.292454481124878,39000,0.0,0.0
1973-03-13 00:00:00-05:00,3.292454481124878,3.292454481124878,3.292454481124878,3.292454481124878,90600,0.0,0.0
1973-03-14 00:00:00-05:00,3.307987213134766,3.307987213134766,3.307987213134766,3.3079872131347656,101400,0.0,0.0
1973-03-15 00:00:00-05:00,3.3235175609588623,3.3235175609588623,3.3235175609588623,3.3235175609588623,32400,0.0,0.0
1973-03-16 00:00:00-05:00,3.3545782566070557,3.3545782566070557,3.3545782566070557,3.3545782566070557,45600,0.0,0.0
1973-03-19 00:00:00-05:00,3.3235175609588623,3.3235175609588623,3.3235175609588623,3.3235175609588623,31200,0.0,0.0
1973-03-20 00:00:00-05:00,3.3235175609588623,3.3235175609588623,3.3235175609588623,3.3235175609588623,33000,0.0,0.0
1973-03-21 00:00:00-05:00,3.292454481124878,3.292454481124878,3.292454481124878,3.292454481124878,54600,0.0,0.0
1973-03-22 00:00:00-05:00,3.1992733478546143,3.1992733478546143,3.1992733478546143,3.1992733478546143,57000,0.0,0.0
1973-03-23 00:00:00-05:00,3.2148032188415527,3.2148032188415527,3.2148032188415527,3.2148032188415527,108600,0.0,0.0
1973-03-26 00:00:00-05:00,3.1837406158447266,3.1837406158447266,3.1837406158447266,3.1837406158447266,100200,0.0,0.0
1973-03-27 00:00:00-05:00,3.2148032188415527,3.2148032188415527,3.2148032188415527,3.2148032188415527,81600,0.0,0.0
1973-03-28 00:00:00-05:00,3.276923418045044,3.276923418045044,3.276923418045044,3.276923418045044,60600,0.0,0.0
1973-03-29 00:00:00-05:00,3.3545782566070557,3.3545782566070557,3.3545782566070557,3.3545782566070557,58200,0.0,0.0
1973-03-30 00:00:00-05:00,3.3545782566070557,3.3545782566070557,3.3545782566070557,3.3545782566070557,44400,0.0,0.0
